"JID","knowledge","phase","JID_phase","visit_number_passive","visit_number_HK","visit_number_LK","degree","strength","mean_strength","knowledge_phase","obs","visit_number_passive_z","visit_number_HK_z"
"J4986","naive","post_knowledge","J4986 post_knowledge",94,15,17,46,0.875451645075325,0.0190315575016375,"naive_post_knowledge","254",0.27541333538278,-0.213886164404059
"J4998","naive","post_knowledge","J4998 post_knowledge",164,0,3,67,1.30424444628881,0.019466335019236,"naive_post_knowledge","255",1.1223554992471,-0.285196987781901
"J5006","naive","post_knowledge","J5006 post_knowledge",30,61,43,19,0.541853961362291,0.0285186295453837,"naive_post_knowledge","256",-0.498933785864597,0.00480036062132226
"J5012","naive","post_knowledge","J5012 post_knowledge",35,74,100,28,0.79594542929238,0.0284266224747279,"naive_post_knowledge","257",-0.438437917017146,0.0666030742154518
"J5017","naive","post_knowledge","J5017 post_knowledge",2,77,121,0,0,NA,"naive_post_knowledge","258",-0.837710651410325,0.0808652388910202
"J5021","naive","post_knowledge","J5021 post_knowledge",127,12,12,46,1.57896373734987,0.0343252986380406,"naive_post_knowledge","259",0.674686069775959,-0.228148329079628
"J5043","naive","post_knowledge","J5043 post_knowledge",3,9,55,3,0.0891545391545391,0.0297181797181797,"naive_post_knowledge","260",-0.825611477640835,-0.242410493755196
"J505","naive","post_knowledge","J505 post_knowledge",39,219,378,26,0.699709011165754,0.0269118850448367,"naive_post_knowledge","261",-0.390041221939185,0.75594103353459
"J5053","knowledgeable","post_knowledge","J5053 post_knowledge",168,406,142,42,0.711322079904294,0.0169362399977213,"knowledgeable_post_knowledge","262",1.17075219432506,1.64494929831168
"J5074","knowledgeable","post_knowledge","J5074 post_knowledge",120,17,15,42,0.796585148530482,0.0189663130602496,"knowledgeable_post_knowledge","263",0.589991853389527,-0.204378054620347
"J5089","knowledgeable","post_knowledge","J5089 post_knowledge",95,417,162,51,0.956756196080577,0.0187599254133446,"knowledgeable_post_knowledge","264",0.287512509152271,1.6972439021221
"J5095","naive","post_knowledge","J5095 post_knowledge",22,2,2,18,0.551820133966456,0.0306566741092476,"naive_post_knowledge","265",-0.59572717602052,-0.275688877998189
"J5121","knowledgeable","post_knowledge","J5121 post_knowledge",63,166,54,19,0.526076893142478,0.0276882575338146,"knowledgeable_post_knowledge","266",-0.0996610514714183,0.503976124266215
"J5146","knowledgeable","post_knowledge","J5146 post_knowledge",7,1865,535,9,0.63978096434993,0.0710867738166589,"knowledgeable_post_knowledge","267",-0.777214782562874,8.58111538552977
"J5215","naive","post_knowledge","J5215 post_knowledge",18,31,123,13,0.452610761083863,0.0348162123910664,"naive_post_knowledge","268",-0.644123871098481,-0.137821286134361
"J5222","naive","post_knowledge","J5222 post_knowledge",33,11,29,18,0.712277335111912,0.0395709630617729,"naive_post_knowledge","269",-0.462636264556127,-0.232902383971484
"J5255","naive","post_knowledge","J5255 post_knowledge",3,6,2,7,1.22689745196324,0.175271064566177,"naive_post_knowledge","270",-0.825611477640835,-0.256672658430764
"J5269","naive","post_knowledge","J5269 post_knowledge",17,10,4,2,0.0564387917329094,0.0282193958664547,"naive_post_knowledge","271",-0.656223044867971,-0.23765643886334
"J5271","naive","post_knowledge","J5271 post_knowledge",38,24,20,2,0.11123595505618,0.0556179775280899,"naive_post_knowledge","272",-0.402140395708675,-0.171099670377354
