"JID","knowledge","phase","feeder","visit_number"
"J5742","naive","post_knowledge","visit_number_HK",2
"J5763","naive","post_knowledge","visit_number_LK",183
"J5763","naive","post_knowledge","visit_number_HK",40
"J5766","naive","post_knowledge","visit_number_LK",184
"J5766","naive","post_knowledge","visit_number_HK",110
"J5769","naive","post_knowledge","visit_number_LK",8
"J5769","naive","post_knowledge","visit_number_HK",10
"J5778","naive","post_knowledge","visit_number_LK",4
"J5778","naive","post_knowledge","visit_number_HK",3
"J5793","naive","post_knowledge","visit_number_LK",2
"J5793","naive","post_knowledge","visit_number_HK",1
"J5798","naive","post_knowledge","visit_number_LK",3
"J5798","naive","post_knowledge","visit_number_HK",0
"J5800","naive","post_knowledge","visit_number_LK",0
"J5800","naive","post_knowledge","visit_number_HK",1
"J5803","naive","post_knowledge","visit_number_LK",11
"J5803","naive","post_knowledge","visit_number_HK",8
"J5806","naive","post_knowledge","visit_number_LK",20
"J5806","naive","post_knowledge","visit_number_HK",30
"J5809","naive","post_knowledge","visit_number_LK",21
"J5809","naive","post_knowledge","visit_number_HK",6
"J5810","knowledgeable","post_knowledge","visit_number_LK",261
"J5810","knowledgeable","post_knowledge","visit_number_HK",878
"J5811","naive","post_knowledge","visit_number_LK",4
"J5811","naive","post_knowledge","visit_number_HK",6
"J5821","naive","post_knowledge","visit_number_LK",1
"J5821","naive","post_knowledge","visit_number_HK",4
"J5824","naive","post_knowledge","visit_number_LK",1
"J5824","naive","post_knowledge","visit_number_HK",0
"J5827","naive","post_knowledge","visit_number_LK",259
"J5827","naive","post_knowledge","visit_number_HK",112
"J5833","naive","post_knowledge","visit_number_LK",30
"J5833","naive","post_knowledge","visit_number_HK",6
"J5834","naive","post_knowledge","visit_number_LK",5
"J5834","naive","post_knowledge","visit_number_HK",0
"J5836","naive","post_knowledge","visit_number_LK",0
"J5836","naive","post_knowledge","visit_number_HK",3
"J5867","naive","post_knowledge","visit_number_LK",0
"J5867","naive","post_knowledge","visit_number_HK",1
"J5872","naive","post_knowledge","visit_number_LK",0
"J5872","naive","post_knowledge","visit_number_HK",2
"J5874","naive","post_knowledge","visit_number_LK",188
"J5874","naive","post_knowledge","visit_number_HK",111
"J5888","naive","post_knowledge","visit_number_LK",49
"J5888","naive","post_knowledge","visit_number_HK",20
"J5895","naive","post_knowledge","visit_number_LK",1
"J5895","naive","post_knowledge","visit_number_HK",0
"J5922","naive","post_knowledge","visit_number_LK",87
"J5922","naive","post_knowledge","visit_number_HK",189
"J5923","naive","post_knowledge","visit_number_LK",2
"J5923","naive","post_knowledge","visit_number_HK",0
"J5926","naive","post_knowledge","visit_number_LK",4
"J5926","naive","post_knowledge","visit_number_HK",25
"J5939","naive","post_knowledge","visit_number_LK",470
"J5939","naive","post_knowledge","visit_number_HK",122
"J595","naive","post_knowledge","visit_number_LK",36
"J595","naive","post_knowledge","visit_number_HK",28
"J5950","naive","post_knowledge","visit_number_LK",0
"J5950","naive","post_knowledge","visit_number_HK",1
"J5955","naive","post_knowledge","visit_number_LK",0
"J5955","naive","post_knowledge","visit_number_HK",1
"J5963","naive","post_knowledge","visit_number_LK",1109
"J5963","naive","post_knowledge","visit_number_HK",91
"J5964","naive","post_knowledge","visit_number_LK",664
"J5964","naive","post_knowledge","visit_number_HK",154
"J5965","naive","post_knowledge","visit_number_LK",1
"J5965","naive","post_knowledge","visit_number_HK",0
"J5967","naive","post_knowledge","visit_number_LK",1
"J5967","naive","post_knowledge","visit_number_HK",0
"J5969","naive","post_knowledge","visit_number_LK",2
"J5969","naive","post_knowledge","visit_number_HK",0
"J5971","naive","post_knowledge","visit_number_LK",1
"J5971","naive","post_knowledge","visit_number_HK",1
"J5977","naive","post_knowledge","visit_number_LK",0
"J5977","naive","post_knowledge","visit_number_HK",1
"J5978","naive","post_knowledge","visit_number_LK",3
"J5978","naive","post_knowledge","visit_number_HK",10
"J5986","naive","post_knowledge","visit_number_LK",2
"J5986","naive","post_knowledge","visit_number_HK",0
"J5994","naive","post_knowledge","visit_number_LK",17
"J5994","naive","post_knowledge","visit_number_HK",18
"J5999","naive","post_knowledge","visit_number_LK",29
"J5999","naive","post_knowledge","visit_number_HK",9
"J6000","naive","post_knowledge","visit_number_LK",35
"J6000","naive","post_knowledge","visit_number_HK",11
"J6014","naive","post_knowledge","visit_number_LK",0
"J6014","naive","post_knowledge","visit_number_HK",4
"J6017","naive","post_knowledge","visit_number_LK",129
"J6017","naive","post_knowledge","visit_number_HK",38
"J6022","naive","post_knowledge","visit_number_LK",0
"J6022","naive","post_knowledge","visit_number_HK",1
"J6023","naive","post_knowledge","visit_number_LK",0
"J6023","naive","post_knowledge","visit_number_HK",1
"J6024","naive","post_knowledge","visit_number_LK",2
"J6024","naive","post_knowledge","visit_number_HK",0
"J6025","naive","post_knowledge","visit_number_LK",0
"J6025","naive","post_knowledge","visit_number_HK",0
"J6026","naive","post_knowledge","visit_number_LK",1
"J6026","naive","post_knowledge","visit_number_HK",0
"J6027","naive","post_knowledge","visit_number_LK",2
"J6027","naive","post_knowledge","visit_number_HK",0
"J6033","naive","post_knowledge","visit_number_LK",1
"J6033","naive","post_knowledge","visit_number_HK",2
"J6034","naive","post_knowledge","visit_number_LK",0
"J6034","naive","post_knowledge","visit_number_HK",1
"J6035","naive","post_knowledge","visit_number_LK",1
"J6035","naive","post_knowledge","visit_number_HK",1
"J6036","naive","post_knowledge","visit_number_LK",7
"J6036","naive","post_knowledge","visit_number_HK",9
"J6037","naive","post_knowledge","visit_number_LK",8
"J6037","naive","post_knowledge","visit_number_HK",1
"J6038","naive","post_knowledge","visit_number_LK",0
"J6038","naive","post_knowledge","visit_number_HK",2
"J6040","naive","post_knowledge","visit_number_LK",0
"J6040","naive","post_knowledge","visit_number_HK",2
"J6042","naive","post_knowledge","visit_number_LK",5
"J6042","naive","post_knowledge","visit_number_HK",6
"J6043","naive","post_knowledge","visit_number_LK",44
"J6043","naive","post_knowledge","visit_number_HK",4
"J6045","naive","post_knowledge","visit_number_LK",3
"J6045","naive","post_knowledge","visit_number_HK",0
"J6050","naive","post_knowledge","visit_number_LK",1
"J6050","naive","post_knowledge","visit_number_HK",0
"J6051","naive","post_knowledge","visit_number_LK",9
"J6051","naive","post_knowledge","visit_number_HK",25
"J6056","naive","post_knowledge","visit_number_LK",28
"J6056","naive","post_knowledge","visit_number_HK",22
"J6057","naive","post_knowledge","visit_number_LK",9
"J6057","naive","post_knowledge","visit_number_HK",9
"J6058","naive","post_knowledge","visit_number_LK",1
"J6058","naive","post_knowledge","visit_number_HK",4
"J625","naive","post_knowledge","visit_number_LK",3
"J625","naive","post_knowledge","visit_number_HK",0
"J640","naive","post_knowledge","visit_number_LK",3
"J640","naive","post_knowledge","visit_number_HK",36
"J664","knowledgeable","post_knowledge","visit_number_LK",221
"J664","knowledgeable","post_knowledge","visit_number_HK",488
"J831","knowledgeable","post_knowledge","visit_number_LK",81
"J831","knowledgeable","post_knowledge","visit_number_HK",62
"J856","naive","post_knowledge","visit_number_LK",24
"J856","naive","post_knowledge","visit_number_HK",2
"J910","naive","post_knowledge","visit_number_LK",0
"J910","naive","post_knowledge","visit_number_HK",1
"J930","naive","post_knowledge","visit_number_LK",0
"J930","naive","post_knowledge","visit_number_HK",0
"J933","naive","post_knowledge","visit_number_LK",3
"J933","naive","post_knowledge","visit_number_HK",5
"J971","naive","post_knowledge","visit_number_LK",0
"J971","naive","post_knowledge","visit_number_HK",1
"J972","naive","post_knowledge","visit_number_LK",176
"J972","naive","post_knowledge","visit_number_HK",33
"J990","naive","post_knowledge","visit_number_LK",1
"J990","naive","post_knowledge","visit_number_HK",0
